revision,changed_file,insertion,deletion
158620,3,48,46
158619,5,44,52
158618,10,1,12
158617,2,62,63
158616,2,2,68
158615,3,14,141
158614,22,195,13
158613,1,7,0
158612,1,0,4
158611,4,33,41
158610,4,6,90
158609,6,80,155
158608,31,1816,2211
158607,20,266,263
158606,9,0,923
158605,42,435,1036
158604,2,0,8
158603,3,4,166
158602,3,3,13
158601,1,0,2
158600,2,0,2
158599,17,20,21
158598,467,6066,3430
158597,69,995,1396
158596,1,1,1
158595,1,1,1
158594,1,1,1
158593,1,1,1
158592,2,4,4
158591,2,0,27
158590,1,26,42
158589,12,906,888
158588,18,0,844
158587,33,1636,1667
158586,51,2536,1661
158585,1,26,26
158584,18,0,844
158583,33,1636,1667
158582,39,1769,1636
158581,6,0,102
158580,33,1636,1667
158579,1,1,1
158578,2,3,5
158577,1,1,1
158576,1,1,1
158575,1,1,6
158574,2,4,18
158573,2,13,42
158572,13,16,828
158571,1,41,25
158570,259,4419,5107
158569,1,1,1
158568,1,1,1
158567,1,1,1
158566,1,26,42
158565,12,888,906
158564,1,1,1
158563,1,1,1
158562,1,1,1
158561,1,1,1
158560,325,6498,5409
158559,4,76,122
158558,1,2,12
158557,3,36,96
158556,2,11,29
158555,4,423,581
158554,2,7,8
158553,3,2,21
158552,2,13,2
158551,4,44,33
158550,6,36,93
158549,1,2,15
158548,6,93,36
158547,4,33,44
158546,1,1,3
158545,1,3,0
158544,2,2,13
158543,3,2,16
158542,1,0,3
158541,4,16,15
158540,16,88,44
158539,5,91,78
158538,4,109,110
158537,3,11,37
158536,2,8,6
158535,1,1,1
158534,2,1,41
158533,73,1307,1375
158532,4,40,97
158531,4,27,11
158530,4,42,56
158529,78,1502,1386
158528,4,76,122
158527,73,1307,1375
158526,200,2806,4513
158525,2,5,46
158524,266,5967,4136
158523,36,345,961
158522,4,4,12
158521,1,1,3
158520,2,0,29
158519,5,32,46
158518,7,119,155
158517,3,131,165
158516,4,20,26
158515,2,7,7
158514,2,15,3
158513,1,2,10
158512,2,3,3
158511,2,51,12
158510,2,71,24
158509,1,44,0
158508,1,41,49
158507,12,168,147
158506,1,51,67
158505,2,24,34
158504,4,70,59
158503,1,14,23
158502,1,55,60
158501,3,55,72
158500,4,50,79
158499,2,25,29
158498,2,54,57
158497,3,66,62
158496,1,16,12
158495,1,12,11
158494,2,21,26
158493,1,65,73
158492,38,981,365
158491,200,2806,4513
158490,1,33,13
158489,4,139,0
158488,4,102,10
158487,2,0,8
158486,202,4515,2823
158485,178,2743,3606
158484,1,1,1
158483,1,1,1
158482,1,1,1
158481,1,1,1
158480,1,1,1
158479,1,1,1
158478,1,1,1
158477,1,1,1
158476,1,1,1
158475,6,38,646
158474,1,1,1
158473,15,1,245
158472,1,1,1
158471,1,1,1
158470,84,811,1536
158469,1,23,15
158468,263,5137,3549
158467,1,1,1
158466,1,1,1
158465,2,17,1
158464,10,26,100
158463,1,0,1
158462,19,173,151
158461,4,199,197
158460,1,4,1
158459,7,38,43
158458,2,44,46
158457,5,44,52
158456,10,1,12
158455,2,62,63
158454,1,12,28
158453,1,17,17
158452,1,15,26
158451,1,14,24
158450,1,1,6
158449,54,2021,2014
158448,1,14,17
158447,1,0,8
158446,3,59,40
158445,1,16,36
158444,2,158,159
158443,123,1116,3125
158442,33,151,255
158441,3,11,13
158440,4,42,68
158439,3,0,73
158438,2,6,8
158437,5,14,132
158436,2,1,19
158435,1,1,1
158434,2,1,14
158433,1,8,11
158432,2,0,10
158431,1,1,2
158430,18,54,13
158429,1,25,12
158428,1,10,12
158427,3,29,303
158426,14,31,18
158425,1,9,8
158424,5,28,3
158423,4,14,3
158422,8,137,19
158421,4,10,28
158420,5,6,38
158419,4,6,23
158418,5,26,25
158417,5,25,30
158416,2,0,15
158415,5,33,11
158414,1,2,2
158413,16,148,182
158412,2,2,61
158411,1,12,11
158410,3,2,69
158409,4,1,2
158408,3,13,11
158407,4,1,11
158406,1,1,1
158405,1,1,1
158404,4,25,41
158403,8,144,69
158402,2,16,16
158401,6,12,125
158400,6,14,33
158399,130,3135,1153
158398,370,2038,4420
158397,1,1,0
158396,8,186,252
158395,2,38,17
158394,2,8,12
158393,2,12,8
158392,2,8,12
158391,2,38,33
158390,6,91,137
158389,1,10,44
158388,1,0,2
158387,1,16,5
158386,3,0,20
158385,2,2,2
158384,2,5,6
158383,1,1,0
158382,3,0,5
158381,3,50,0
158380,3,0,50
158379,3,50,0
158378,1,1,6
158377,5,15,135
158376,1,0,1
158375,4,122,76
158374,2,33,38
158373,2,6,9
158372,1,1,0
158371,7,55,66
158370,1,0,12
158369,9,52,325
158368,271,1429,5428
158367,1,2,4
158366,1,26,47
158365,1,1,3
158364,1,0,1
158363,6,123,62
158362,3,0,37
158361,5,0,66
158360,622,9860,3664
158359,39,305,1589
158358,1,3,3
158357,9,0,157
158356,2,9,75
158355,2,7,7
158354,1,3,3
158353,22,278,309
158352,3,36,90
158351,1,1,1
158350,2,0,16
158349,2,0,7
158348,13,366,357
158347,8,1,135
158346,3,4,157
158345,3,6,31
158344,7,5,29
158343,6,33,14
158342,17,12,54
158341,17,54,12
158340,2,16,43
158339,6,14,33
158338,2,2,2
158337,1,1,7
158336,34,155,282
158335,1,1,1
158334,3,5,8
158333,1,1,1
158332,1,15,13
158331,1,2,5
158330,1,0,1
158329,4,4,71
158328,1,0,82
158327,5,48,287
158326,2,34,43
158325,1,5,10
158324,7,18,18
158323,318,2753,1342
158322,1,1,1
158321,1,1,1
158320,1,1,4
158319,2,23,13
158318,19,277,1186
158317,1,1,1
158316,1,1,1
158315,1,1,1
158314,1,1,1
158313,1,1,1
158312,265,1410,5530
158311,1,1,1
158310,4,0,152
158309,3,1,59
158308,1,0,17
158307,2,2,19
158306,4,2,60
158305,1,1,21
158304,8,2,67
158303,1,9,4
158302,267,5530,1410
158301,1,1,1
158300,265,1410,5530
158299,1,1,1
158298,1,1,1
158297,1,1,1
158296,1,1,1
158295,1,1,1
158294,1,1,1
158293,1,1,1
158292,1,0,7
158291,1,0,5
158290,1,1,1
158289,15,86,75
158288,1,1,1
158287,1,1,1
158286,199,3136,3400
158285,1,1,1
158284,462,8928,4546
158283,14,68,192
158282,10,14,25
158281,4,23,31
158280,2,6,38
158279,2,3,72
158278,2,43,4
158277,137,42,3285
158276,1,1,4
158275,5,1,60
158274,5,25,107
158273,8,3,71
158272,1,5,5
158271,11,734,733
158270,10,176,227
158269,12,60,209
158268,2,0,38
158267,1,2,0
158266,2,0,76
158265,1,6,26
158264,1,4,8
158263,1,70,79
158262,1,0,1
158261,1,1,1
158260,1,3,9
158259,2,4,43
158258,4,56,0
158257,2,16,1
158256,10,14,13
158255,8,22,22
158254,91,837,1153
158253,13,18,159
158252,2,8,17
158251,12,209,60
158250,3,34,26
158249,117,1405,1114
158248,169,2933,2877
158247,5,2,24
158246,1,0,3
158245,5,12,43
158244,1,6,2
158243,1,10,11
158242,1,1,8
158241,1,38,95
158240,169,2877,2940
158239,91,837,1153
158238,14,70,367
158237,3,6,5
158236,2,0,13
158235,5,24,89
158234,2,88,77
158233,4,290,307
158232,2,2,2
158231,1,4,14
158230,13,383,525
158229,1,4,10
158228,3,1,111
158227,2,0,7
158226,3,1,191
158225,18,230,166
158224,7,8,92
158223,1,1,1
158222,1,1,1
158221,1,1,1
158220,5,14,80
158219,1,0,2
158218,2,60,63
158217,1,1,0
158216,1,5,5
158215,1,57,5
158214,1,147,0
158213,1,20,0
158212,1,179,1
158211,1,79,20
158210,3,89,0
158209,1,32,0
158208,3,43,18
158207,2,24,1
158206,3,56,6
158205,10,256,0
158204,2,287,2
158203,3,11,8
158202,1,4,4
158201,1,10,9
158200,1,5,4
158199,1,105,2
158198,1,7,0
158197,4,49,0
158196,4,5,6
158195,1,1,1
158194,1,0,2
158193,1,9,40
158192,2,11,43
158191,6,12,225
158190,1,0,1
158189,6,4,42
158188,4,20,36
158187,2,14,2
158186,1,2,4
158185,4,1,58
158184,1,1,1
158183,25,1096,1206
158182,117,2361,1945
158181,30,317,315
158180,2,2,8
158179,3,46,75
158178,5,22,190
158177,1,0,2
158176,5,61,138
158175,2,11,0
158174,1,5,41
158173,3,193,194
158172,2,0,32
158171,7,92,60
158170,1,0,1
158169,1,13,12
158168,2,2,6
158167,3,0,23
158166,4,59,68
158165,10,294,229
158164,1,3,3
158163,7,108,121
158162,1,0,5
158161,1,0,8
158160,1,2,0
158159,2,11,0
158158,6,26,65
158157,3,193,194
158156,1,5,41
158155,61,1013,1143
158154,1,0,4
158153,1,1,2
158152,24,96,41
158151,91,1458,1330
158150,1,9,9
158149,1,1,1
158148,1,1,1
158147,1,1,1
158146,1,1,1
158145,2,6,29
158144,1,72,60
158143,1,5,5
158142,3,64,48
158141,1,1,1
158140,1,1,1
158139,2,3,14
158138,1,1,6
158137,1,2,2
158136,1,1,1
158135,16,153,140
158134,431,3756,6094
158133,432,6093,3753
158132,25,1096,1206
158131,1,1,1
158130,3,1,46
158129,6,2,71
158128,19,142,44
158127,1,18,14
158126,2,13,35
158125,1,39,29
158124,1,0,5
158123,1,1,1
158122,1,6,16
158121,3,94,13
158120,9,78,24
158119,2,2,11
158118,2,2,2
158117,6,4,42
158116,4,20,36
158115,2,9,20
158114,1,7,9
158113,1,14,23
158112,1,1,12
158111,1,2,4
158110,1,2,1
158109,1,0,2
158108,1,1,3
158107,33,1206,1180
158106,381,3404,5653
158105,1,1,2
158104,1,1,1
158103,1,1,1
158102,1,1,1
158101,1,1,1
158100,5,29,2
158099,1,1,1
158098,1,1,1
158097,1,1,1
158096,1,1,1
158095,1,1,1
158094,2,5,15
158093,1,0,4
158092,1,0,8
158091,2,626,671
158090,1,1,1
158089,1,1,1
158088,1,1,1
158087,1,1,1
158086,1,1,1
158085,1,1,1
158084,1,1,1
158083,1,1,1
158082,1,1,1
158081,382,5653,3402
158080,324,2992,4710
158079,333,4718,3270
158078,5,429,226
158077,51,406,665
158076,6,1,351
158075,2,1,26
158074,3,0,398
158073,11,14,137
158072,1,37,0
158071,23,912,51
158070,6,1,351
158069,2,1,26
158068,3,0,398
158067,11,14,137
158066,1,37,0
158065,17,267,89
158064,9,14,189
158063,2,0,32
158062,1,1,2
158061,19,18,24
158060,29,89,129
158059,13,159,18
158058,1,1,2
158057,7,69,3
158056,19,18,24
158055,2,45,64
158054,13,18,159
158053,1,156,133
158052,11,148,122
158051,4,109,27
158050,4,1,26
158049,4,2,43
158048,1,0,8
158047,1,0,3
158046,1,5,12
158045,10,5,52
158044,3,7,13
158043,1,1,1
158042,1,22,9
158041,10,45,14
158040,2,11,25
158039,1,11,0
158038,2,16,16
158037,17,7,24
158036,4,23,17
158035,10,40,53
158034,4,66,41
158033,17,89,267
158032,7,31,102
158031,1,2,2
158030,17,267,89
158029,2,11,21
158028,7,102,31
158027,1,13,10
158026,2,51,59
158025,3,9,7
158024,3,34,43
158023,2,11,41
158022,4,41,66
158021,10,4,296
158020,50,828,1125
158019,4,4,15
158018,1,25,17
158017,2,10,11
158016,7,43,76
158015,4,81,148
158014,4,40,144
158013,4,40,54
158012,3,24,24
158011,1,1,52
158010,1,2,8
158009,1,4,0
158008,2,1,9
158007,1,0,2
158006,3,16,15
158005,5,19,47
158004,1,1,0
158003,1,1,0
158002,5,5,11
158001,2,5,8
158000,3,5,10
157999,29,140,389
157998,1,62,77
157997,1,2,2
157996,3,16,24
157995,14,42,59
157994,11,1,13
157993,8,55,55
157992,11,26,26
157991,10,23,34
157990,9,45,51
157989,88,1111,606
157988,2,1,4
157987,1,1,1
157986,1,65,66
157985,11,35,191
157984,1,12,13
157983,1,1,1
157982,1,8,10
157981,3,155,0
157980,7,0,57
157979,1,13,12
157978,1,2,6
157977,6,6,178
157976,3,25,28
157975,145,744,2001
157974,1,1,1
157973,1,1,1
157972,5,42,63
157971,1,1,1
157970,1,3,8
157969,8,33,19
157968,1,6,6
157967,148,2025,769
157966,2,1,4
157965,29,140,389
157964,2,13,7
157963,3,22,1
157962,1,2,8
157961,11,13,1
157960,1,3,11
157959,11,1,13
157958,1,2,4
157957,2,8,4
157956,1,0,4
157955,1,7,9
157954,16,29,41
157953,0,0,0
157952,2,10,2
157951,3,2,164
157950,2,11,3
157949,2,1,3
157948,53,668,3200
157947,3,164,2
157946,53,3204,672
157945,4,1,75
157944,2,28,38
157943,1,1,4
157942,1,3,0
157941,6,35,214
157940,1,6,229
157939,2,3,2
157938,1,5,9
157937,1,1,1
157936,8,75,91
157935,5,53,60
157934,1,4,13
157933,2,0,33
157932,2,21,15
157931,2,3,10
157930,2,20,18
157929,1,23,1
157928,5,16,25
157927,2,0,30
157926,1,2,3
157925,15,156,490
157924,1,3,2
157923,43,117,117
157922,32,391,304
157921,14,89,291
157920,3,1,8
157919,1,2,3
157918,2,23,9
157917,3,0,24
157916,329,4786,8252
157915,2,22,21
157914,1,1,2
157913,1,1,28
157912,342,8542,4876
157911,1,1,1
157910,1,6,14
157909,1,1,1
157908,1,1,1
157907,1,1,1
157906,1,1,1
157905,1,1,1
157904,1,1,1
157903,1,1,1
157902,1,0,1
157901,3,7,39
157900,326,4450,8085
157899,1,1,1
157898,1,1,1
157897,1,1,1
157896,1,1,1
157895,6,56,152
157894,328,8103,4533
157893,326,4450,8085
157892,1,1,1
157891,1,1,1
157890,1,1,1
157889,1,1,1
157888,4,2,27
157887,1,1,17
157886,1,33,110
157885,1,21,5
157884,1,1,1
157883,1,1,1
157882,1,1,1
157881,1,1,1
157880,1,1,1
157879,4,458,202
157878,1,1,1
157877,1,13,16
157876,1,1,1
157875,1,1,1
157874,1,1,1
157873,134,1272,1572
157872,1,1,1
157871,13,27,153
157870,1,1,1
157869,295,2579,3440
157868,1,1,1
157867,707,13113,8355
157866,29,288,470
157865,2,1,7
157864,1,31,49
157863,7,53,61
157862,1,1,1
157861,1,0,9
157860,2,4,40
157859,1,7,3
157858,1,0,3
157857,16,22,29
157856,52,667,3199
157855,1,1,12
157854,3,6,26
157853,7,11,20
157852,16,29,22
157851,4,2,5
157850,8,36,134
157849,1,3,2
157848,4,93,63
157847,8,124,14
157846,5,97,68
157845,8,135,12
157844,15,108,179
157843,75,218,223
157842,1,4,4
157841,8,56,104
157840,3,0,47
157839,2,2,2
157838,1,1,0
157837,4,2,39
157836,1,1,1
157835,2,0,23
157834,1,1,15
157833,4,0,47
157832,5,21,16
157831,4,70,75
157830,1,49,20
157829,17,147,221
157828,22,1895,1892
157827,1,0,1
157826,2,12,28
157825,1,1,1
157824,3,34,44
157823,1,4,1
157822,3,1,8
157821,12,50,60
157820,1,15,19
157819,7,30,22
157818,3,1,15
157817,4,0,14
157816,2,16,28
157815,3,23,31
157814,1,0,1
157813,1,3,1
157812,1,0,2
157811,4,34,31
157810,4,0,238
157809,1,4,3
157808,2,4,72
157807,2,0,22
157806,2,9,10
157805,1,0,9
157804,2,4,5
157803,3,113,243
157802,31,477,408
157801,134,1272,1572
157800,1,6,35
157799,3,38,17
157798,2,1,4
157797,278,2635,3508
157796,11,100,5
157795,3,0,3
157794,1,0,2
157793,2,118,146
157792,406,5108,4168
157791,1,0,16
157790,1,2,2
157789,1,0,1
157788,1,3,7
157787,1,4,0
157786,2,9,22
157785,1,4,3
157784,2,1,46
157783,2,0,16
157782,1,0,10
157781,4,362,119
157780,1,1,1
157779,1,1,1
157778,2,1,20
157777,37,190,331
157776,2,8,9
157775,1,1,31
157774,2,28,27
157773,6,116,119
157772,1,21,21
157771,1,10,4
157770,1,44,52
157769,1,0,16
157768,2,5,6
157767,1,1,3
157766,6,443,41
157765,1,1,3
157764,1,0,11
157763,3,9,0
157762,3,0,219
157761,68,383,55
157760,1,5,5
157759,3,0,9
157758,2,1,20
157757,1,1,1
157756,6,35,214
157755,1,6,229
157754,2,125,156
157753,4,123,135
157752,3,395,395
157751,1,63,0
157750,9,48,48
157749,1,24,24
157748,2,39,109
157747,3,113,243
157746,2,7,120
157745,1,1,1
157744,3,16,32
157743,1,1,54
157742,1,39,145
157741,49,529,367
157740,37,314,486
157739,2,15,39
157738,1,3,2
157737,15,490,156
157736,2,3,7
157735,1,5,17
157734,15,156,490
157733,2,0,69
157732,1,1,3
157731,6,1,76
157730,4,5,40
157729,1,4,0
157728,3,88,217
157727,4,22,159
157726,1,2,3
157725,1,60,59
157724,1,1,0
157723,14,43,72
157722,16,227,239
157721,2,3,2
157720,8,152,3
157719,19,40,44
157718,4,1539,1595
157717,1,0,2
157716,2,3,2
157715,1,5,6
157714,3,0,58
157713,10,17,57
157712,2,1,6
157711,1,2,3
157710,878,2666,2253
157709,32,2106,2036
157708,17,147,221
157707,21,1895,1891
157706,1,5,5
157705,8,8,8
157704,8,8,0
157703,4,1594,1539
157702,1,3,7
157701,6,0,270
157700,1,3,14
157699,4,1539,1594
157698,1050,2932,3139
157697,9,185,277
157696,3,1,39
157695,6,11,37
157694,1,9,27
157693,2,40,43
157692,1,4,4
157691,1,0,1
157690,2,3,2
157689,980,3190,3287
157688,9,184,35
157687,2,12,0
157686,2,0,12
157685,1,1,1
157684,11,54,41
157683,1,8,15
157682,9,35,184
157681,128,1065,3758
157680,1101,7327,4446
157679,1,1,1
157678,6,152,56
157677,1,11,11
157676,6,56,152
157675,1,0,1
157674,3,0,26
157673,1,1,29
157672,1,0,3
157671,1,1,1
157670,1,1,1
157669,1,1,1
157668,1,1,1
157667,1,1,1
157666,981,3193,3289
157665,1,48,51
157664,1,1,1
157663,1,1,1
157662,1,1,1
157661,1,1,1
157660,982,3294,3198
157659,981,3193,3289
157658,1,1,1
157657,1,124,155
157656,1,1,1
157655,1,1,1
157654,1,1,1
157653,1,1,1
157652,131,1700,3359
157651,1103,6650,4895
157650,2,3,2
157649,878,2668,2252
157648,2,68,78
157647,2,66,122
157646,2,12,0
157645,2,12,10
157644,2,25,9
157643,5,18,96
157642,8,71,94
157641,10,2,82
157640,6,15,43
157639,1,7,6
157638,3,9,0
157637,2,19,1
157636,1,1,1
157635,1,3,3
157634,1,4,11
157633,1,1,1
157632,1,3,3
157631,2,1,19
157630,3,0,9
157629,1,6,7
157628,1,2,2
157627,1,5,5
157626,62,1085,2273
157625,1,1,13
157624,1,1,2
157623,2,1,28
157622,1,1,1
157621,1,1,6
157620,1,1,0
157619,3,1,34
157618,4,0,18
157617,1,1,10
157616,1,4,15
157615,7,5,93
157614,5,14,50
157613,3,8,19
157612,3,17,2
157611,1,1,1
157610,39,134,167
157609,2,72,65
157608,939,4523,3751
157607,1,63,63
157606,7,159,31
157605,2,4,2
157604,2,14,4
157603,52,329,331
157602,2,0,2
157601,12,60,5
157600,208,115,210
157599,6,0,11
157598,2,0,2
157597,20,39,35
157596,154,231,167
157595,98,112,103
157594,128,174,141
157593,156,184,159
157592,100,116,105
157591,6,0,13
157590,30,186,22
157589,19,30,18
157588,2,7,5
157587,390,518,461
157586,7,1,16
157585,1,8,0
157584,8,30,34
157583,1,2,2
157582,1,9,3
157581,3,4,9
157580,3,26,23
157579,4,18,15
157578,2,4,0
157577,6,46,14
157576,26,22,26
157575,20,25,46
157574,3,2,5
157573,11,71,131
157572,5,12,0
157571,5,9,18
157570,3,41,23
157569,62,1085,2273
157568,3,165,2
157567,11,58,49
157566,2,2,3
157565,4,39,432
157564,6,35,263
157563,1,4,4
157562,2,10,120
157561,5,280,157
157560,1,3,3
157559,7,35,67
157558,4,61,73
157557,6,64,68
157556,1,2,2
157555,2,3,2
157554,1,0,7
157553,1,1,1
157552,1,2,2
157551,1,9,0
157550,4,0,264
157549,2,2,9
157548,1,1,1
157547,11,49,58
157546,1,1,2
157545,1,1,2
157544,1,4,4
157543,1,1,1
157542,3,15,8
157541,1,1,1
157540,2,0,118
157539,22,213,606
157538,2,2,4
157537,1,24,0
157536,5,16,96
157535,2,1,17
157534,6,0,52
157533,2,5,9
157532,1,0,14
157531,3,2,165
157530,514,10374,13200
157529,1,3,1
157528,1,10,17
157527,569,15441,11429
157526,30,225,1336
157525,1,0,4
157524,2,15,31
157523,3,11,15
157522,2,12,33
157521,2,30,98
157520,10,87,268
157519,1,0,6
157518,1,3,3
157517,1,4,4
157516,3,43,56
157515,676,11871,16238
157514,1,1,1
157513,3,280,107
157512,704,17955,12414
157511,1,1,1
157510,1,1,1
157509,1,1,1
157508,1,1,1
157507,1,1,1
157506,1,1,1
157505,1,5,5
157504,2,0,55
157503,3,126,122
157502,2,27,57
157501,2,21,47
157500,2,2,17
157499,1,1,1
157498,1,0,3
157497,1,0,25
157496,1,1,1
157495,836,13234,19216
157494,1,3,3
157493,2,9,21
157492,1,1,9
157491,3,15,271
157490,11,59,670
157489,842,19232,13324
157488,514,10374,13200
157487,3,2,45
157486,3,78,43
157485,6,32,34
157484,5,10,9
157483,6,55,75
157482,2,2,14
157481,4,74,0
157480,1,165,0
157479,1,2,6
157478,3,2,5
157477,1,1,1
157476,1,1,1
157475,2,6,1
157474,9,56,16
157473,3,10,21
157472,4,0,74
157471,1,1,1
157470,9,16,56
157469,2,1,6
157468,2,3,13
157467,161,1098,2619
157466,15,14,33
157465,1,3,17
157464,1,8,16
157463,2,0,29
157462,1,4,4
157461,1,1,67
157460,1,4,10
157459,2,0,65
157458,1,1,1
157457,3,105,1
157456,1,1,1
157455,3,34,1
157454,2,18,9
157453,2,2,1
157452,5,2,123
157451,2,9,18
157450,11,357,0
157449,1,7,18
157448,1,1,26
157447,1,1,1
157446,6,12,73
157445,3,125,129
157444,2,1,7
157443,1,24,10
157442,2,355,4
157441,3,2,26
157440,3,6,3
157439,45,294,799
157438,3,1,34
157437,1,3,0
157436,1,7,2
157435,3,1,105
157434,10,1,14
157433,17,42,51
157432,1,2,2
157431,12,286,165
157430,4,10,16
157429,1,6,7
157428,14,21,23
157427,1,1,1
157426,2,4,4
157425,6,21,1261
157424,3,0,714
157423,3,13,222
157422,561,14096,10698
157421,513,10373,13199
157420,1,1,1
157419,1,1,1
157418,1,1,1
157417,1,1,1
157416,514,13202,10376
157415,352,9009,10220
157414,1,0,207
157413,3,0,179
157412,3,1,156
157411,8,1,607
157410,2,11,21
157409,5,0,314
157408,5,1,355
157407,1,1,3
157406,125,1339,954
157405,3,7,1
157404,1,2,4
157403,3,1,56
157402,1,1,4
157401,4,0,119
157400,352,10221,9010
157399,0,0,0
157398,1,2,1
157397,218,2316,3432
157396,1,1,1
157395,131,1643,4465
157394,296,3530,5403
157393,2,1,4
157392,2,5,5
157391,12,30,30
157390,1,16,23
157389,2,56,65
157388,472,5419,14360
157387,3,5,7
157386,2,65,56
157385,2,5,5
157384,1,0,26
157383,1,0,21
157382,6,0,16
157381,1,13,33
157380,1,1,1
157379,1,0,4
157378,3,10,77
157377,1,16,16
157376,1,0,12
157375,1,1,24
157374,1,6,8
157373,2833,203631,214313
157372,10,5,85
157371,8,6,54
157370,2,6,39
157369,2,1,26
157368,2,26,1
157367,2,1,26
157366,1,8,9
157365,3,121,133
157364,3,0,83
157363,1,12,14
157362,7,4,48
157361,2,2,2
157360,2,4,7
157359,1,0,2
157358,2,2,2
157357,3,21,35
157356,1,1,6
157355,13,18,347
157354,6,178,356
157353,1,14,5
157352,3,0,29
157351,1,1,1
157350,5,3,31
157349,30,64,390
157348,11,22,78
157347,5,24,37
157346,8,8,53
157345,1,3,0
157344,1516,25951,38989
157343,2,0,44
157342,2,44,0
157341,2,0,44
157340,2,9,33
157339,2,33,9
157338,2,9,33
157337,1,2,3
157336,13,5,96
157335,1,1,1
157334,3,151,54
157333,2,0,96
157332,1,0,5
157331,1,3,3
157330,11,25,40
157329,11,44,25
157328,11,25,44
157327,1,9,58
157326,1,0,8
157325,1,4,7
157324,1,0,17
157323,2403,105237,136342
157322,1,118,115
157321,1,18,22
157320,7,248,6
157319,4,2,16
157318,8,83,123
157317,2,7,8
157316,3,6,3
157315,1,35,18
157314,1,9,26
157313,1,1,2
157312,1,1,2
157311,37,641,808
157310,6,234,5
157309,1,2,2
157308,1,11,11
157307,1,36,21
157306,1,28,26
157305,1,5,5
157304,1,0,41
157303,1,1,1
157302,1,17,26
157301,1,27,18
157300,1,17,26
157299,2,5,12
157298,3,0,0
157297,5,58,121
157296,37,840,643
157295,1,2,1
157294,1,1,1
157293,2799,29668,58149
157292,2,5,37
157291,1,27,18
157290,1,11,2
157289,1,24,9
157288,1,1,2
157287,37,643,807
157286,1,0,3
157285,3,17,36
157284,4,10,151
157283,1,6,16
157282,1,5,0
157281,1,1,1
157280,1,6,6
157279,1,9,64
157278,1,2,5
157277,7,13,47
157276,3,36,42
157275,4,16,29
157274,2,2,17
157273,1,15,15
157272,6,171,3
157271,5,96,58
157270,1,8,4
157269,5,34,262
157268,1,1,3
157267,1,1,3
157266,1,11,2
157265,2,59,33
157264,1,1,1
157263,3,0,42
157262,6,9,36
157261,1,2,12
157260,2,21,0
157259,1,0,1
157258,1,2,2
157257,1,1,1
157256,4,25,25
157255,2,4,9
157254,8,16,217
157253,1,0,9
157252,2,4,16
157251,9,41,436
157250,1,7,15
157249,1,2,8
157248,1436,27023,46512
157247,5,17,56
157246,20,79,78
157245,41,801,1
157244,6,108,0
157243,19,909,0
157242,1,2,0
157241,10,164,92
157240,7,236,1
157239,1,8,0
157238,12,285,1
157237,2522,28881,130570
157236,8,165,2
157235,2,3,2
157234,2,3,22
157233,7,36,34
157232,3,9,22
157231,3,7,3
157230,1,2,10
157229,1,2,5
157228,2,5,29
157227,2,35,105
157226,2,2,82
157225,1,0,1
157224,1,46,2
157223,1,1,10
157222,3623,102930,143536
157221,2,2,2
157220,5,1,11
157219,1,1,1
157218,1,4,1
157217,9,4,131
157216,2,16,26
157215,2,0,10
157214,2,0,234
157213,2,15,35
157212,6,0,421
157211,1,4,9
157210,1,1,1
157209,11684,211003,438681
157208,3,1,187
157207,3,187,1
157206,3,1,187
157205,1,32,13
157204,1,0,3
157203,5,193,183
157202,4,250,253
157201,1,1,4
157200,2,2,2
157199,2,41,57
157198,2,56,122
157197,1,51,59
157196,2,1,4
157195,2,2,2
157194,3,1,14
157193,1,1,2
157192,1,2,1
157191,1,1,2
157190,1,1,1
157189,1,0,41
157188,1,2,12
157187,1,6,6
157186,2,1,2
157185,1,1,1
157184,1,25,56
157183,10,12,10
157182,13,1095,1104
157181,1,0,1
157180,1,14,14
157179,5,0,228
157178,3,82,125
157177,1,1,0
157176,1,39,43
157175,1,9,18
157174,1,0,35
157173,17,0,794
157172,2,27,16
157171,1,0,6
157170,6,300,357
157169,3,5,13
157168,1,3,7
157167,1,46,40
157166,2,45,41
157165,2,12,13
157164,1,2,13
157163,3,8,55
157162,6,0,0
157161,1,1,1
157160,2,4,6
157159,3,1,5
157158,1,7,0
157157,1,1,4
157156,10,85,31
157155,37,4213,1
157154,4,34,34
157153,2,5,18
157152,5,36,286
157151,7,15,623
157150,1,57,64
157149,1,9,8
157148,1,1,9
157147,1,4,119
157146,6,11,390
157145,1,7,1
157144,3,3,27
157143,1,9,13
157142,1,1,1
157141,1,0,3
157140,1,10,26
157139,1,9,13
157138,3,2,11
157137,7,7,84
157136,3,0,0
157135,1,5,1
157134,2068,27833,52090
157133,21,3,735
157132,1,57,9
157131,6,28,19
157130,3552,69784,98029
157129,106,379,380
157128,2,11,26
157127,7,244,784
157126,855,55415,16142
157125,7,7,70
157124,2,110,61
157123,22677,1309298,808577
157122,6,23,52
157121,169,1661,2022
157120,1,1,5
157119,1,1,1
157118,1,2,2
157117,7,8,130
157116,5,15,8
157115,5,2,123
157114,2,33,62
157113,2,62,33
157112,2,33,62
157111,2,8,27
157110,1,22,28
157109,2,2,4
157108,1,0,5
157107,103,1318,4312
157106,5,123,2
157105,1,1,5
157104,2,7,10
157103,1,0,1
157102,5,2,123
157101,1,1,1
157100,3,70,166
157099,2,89,166
157098,1,6,0
157097,276,6391,3007
157096,169,1661,2022
