revision,call,comment,refactoring,init,type,preprocessor,parameter,flow_control_stmt,access,cpp_feature,data_type,declaration,constructor,destructor,class,function
1394,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1401,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1
1406,4,0,2,0,0,0,0,0,0,0,0,3,0,0,0,5
1407,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0
1410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1412,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0
1413,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1416,1,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0
1418,4,15,728,2,1,299,11,9,0,0,0,41,0,0,0,6
1426,0,3,10,0,0,12,0,1,0,0,0,3,0,0,0,3
1427,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1429,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1
1431,0,0,7,0,0,0,1,0,0,0,0,1,0,0,0,1
1433,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1435,1,10,1,0,0,0,7,5,0,0,0,2,0,1,0,1
1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1441,2,0,12,0,0,0,0,2,0,0,0,0,0,0,0,0
1442,0,1,0,0,0,1,2,3,0,0,0,4,0,0,0,0
1443,2,1,12,0,0,0,0,2,0,0,0,0,0,0,0,0
1475,0,8,116,0,0,7,0,0,0,0,0,3,0,0,0,0
1476,1,4,15,0,0,0,0,0,0,0,0,2,0,0,0,0
1477,0,4,0,0,0,2,0,0,0,0,0,0,1,0,0,3
1478,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1486,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0
1488,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1490,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0
1492,0,1,0,0,0,20,0,0,1,0,0,0,0,0,0,1
1493,0,2,2,0,0,6,1,0,0,0,0,0,0,0,0,2
1498,9,33,15,2,0,3,2,5,0,0,0,3,0,1,0,3
1499,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1502,1,1,1,0,0,0,0,2,0,0,0,3,0,0,0,0
1503,0,5,0,1,0,0,0,4,0,0,0,0,0,0,0,0
1508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1509,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,1
1510,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1516,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1519,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1520,1,4,38,0,0,3,1,3,0,0,0,4,0,0,0,1
1524,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1526,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
1527,0,5,11,0,0,5,6,9,0,0,0,3,0,0,0,0
1528,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1532,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1539,0,9,52,0,0,2,3,4,0,0,1,4,0,0,0,1
1540,0,3,0,0,0,2,0,0,0,0,0,1,0,0,0,6
1549,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2
1553,0,3,6,0,0,4,4,5,0,0,0,4,0,0,0,0
1559,1,0,8,0,0,0,4,1,0,0,0,0,0,0,0,0
1560,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
1562,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0
1563,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
1564,0,6,2,0,0,2,0,4,0,0,0,1,0,0,0,7
1567,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1570,0,0,4,0,0,0,0,3,0,0,0,2,0,0,0,0
1574,0,2,0,0,0,0,0,4,0,0,0,1,0,0,0,0
1575,0,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0
1576,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
1577,0,8,50,0,0,9,0,3,0,0,1,5,0,0,0,2
1579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1581,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
1582,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2
1585,0,7,12,0,2,0,0,0,0,0,0,3,0,0,0,2
1586,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0
1587,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1588,0,1,6,0,0,0,0,2,0,0,0,1,0,0,0,0
1589,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0
1593,1,1,0,0,0,0,0,2,0,0,0,3,0,0,0,0
1594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1595,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1599,6,3,12,0,0,0,0,1,0,0,0,0,0,0,0,0
1604,2,17,0,0,0,4,0,0,0,0,0,7,0,0,0,5
1607,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
1628,0,0,56,0,0,2,0,0,0,0,1,0,0,0,0,1
1631,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1632,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1635,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1637,0,2,12,0,0,3,0,1,0,0,3,3,0,0,1,2
1639,1,3,1,0,0,4,0,1,0,0,0,2,0,0,0,0
1641,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1656,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1660,2,3,4,0,0,1,15,2,0,0,0,1,0,0,0,0
1663,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1664,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2
1665,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1667,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
1668,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1669,0,1,4,0,0,0,4,0,0,0,0,0,0,0,0,0
1672,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
1677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1680,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
1684,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1685,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,3
1686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1691,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2
1695,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1707,0,0,9,1,3,5,4,1,0,0,0,0,0,0,0,1
1708,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1715,4,3,18,2,2,5,0,6,0,0,0,5,0,0,0,1
1717,0,1,0,2,0,6,2,1,0,0,0,0,0,0,0,2
1722,3,3,177,3,5,12,47,25,0,0,0,11,0,0,0,16
1726,0,4,42,0,0,0,2,1,0,0,0,1,0,0,0,0
1728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1731,0,2,0,0,0,0,2,1,0,0,0,1,0,0,0,0
1732,4,11,6,0,0,1,1,4,0,0,0,2,0,0,0,5
1735,0,5,6,0,1,5,0,0,0,0,0,2,0,0,0,2
1738,0,4,8,0,0,0,2,1,0,0,0,0,0,0,0,0
1740,0,0,3,0,0,3,0,1,0,0,0,1,0,0,0,0
1747,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,3
1749,1,1,15,0,0,7,0,0,0,0,0,3,0,0,0,6
1750,0,4,8,0,0,4,4,6,0,0,0,1,0,0,0,0
1751,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,3
1756,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1759,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
1760,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0
1761,11,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0
1763,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1768,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0
1776,0,1,0,0,0,3,0,0,0,0,0,3,0,0,0,2
1790,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1792,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
1795,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1802,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
1804,0,0,18,0,0,0,0,0,0,0,0,1,0,0,0,0
1806,0,0,18,0,0,0,1,0,0,0,0,0,0,0,0,0
1808,5,3,15,0,0,0,6,1,0,0,0,5,0,0,0,0
1814,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1817,1,0,4,0,0,0,1,0,0,0,0,1,0,0,0,1
1824,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1825,3,6,74,0,0,8,2,15,0,0,1,3,0,0,0,2
1827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1828,0,0,14,0,0,2,0,3,0,0,0,3,0,0,0,0
1829,6,9,63,0,0,16,8,7,1,0,5,20,0,2,0,14
1835,2,1,2,0,0,0,0,2,0,0,0,3,0,0,0,0
1837,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
1839,1,2,0,0,0,3,0,1,0,0,0,4,0,0,0,0
1840,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
1846,0,2,5,0,1,1,3,4,0,0,3,3,0,0,0,3
1851,0,0,0,0,0,97,0,1,0,0,0,1,0,0,1,0
1857,0,0,16,0,0,0,0,0,0,0,0,4,0,0,0,0
1859,0,8,120,0,0,1,8,1,1,0,0,2,0,0,2,1
1863,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
1869,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1877,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2
1884,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2
1897,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2
1904,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1
1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1911,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1912,2,0,0,2,0,0,0,4,0,0,0,4,0,0,0,0
1913,0,0,0,0,0,5,0,1,0,0,0,1,0,0,0,0
1920,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,1
1931,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1933,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1934,0,1,4,0,0,0,0,1,0,0,0,2,0,0,0,0
1935,0,2,0,0,0,0,0,2,0,0,0,6,0,0,0,3
1937,0,4,4,0,0,0,0,1,0,0,0,1,0,0,0,1
1938,2,3,3,0,0,3,0,3,0,0,0,3,0,0,0,2
1939,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1941,0,2,0,0,0,3,0,0,0,0,0,1,0,0,0,2
1942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,1,5,4,0,0,4,0,1,0,0,1,3,2,0,0,3
1961,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,4
1962,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1965,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1967,5,18,27,0,0,12,12,11,0,0,0,7,0,0,0,0
1969,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0
1971,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1972,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,3
1981,0,0,6,0,0,0,0,2,0,0,0,1,0,0,0,0
1985,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1988,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0
2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,0,2,9,0,0,0,0,6,0,0,0,6,0,0,0,0
2013,2,8,4,0,0,0,0,4,0,0,0,3,0,0,0,4
2014,3,113,30,0,0,6,0,0,0,0,0,1,0,0,0,4
2016,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2017,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
2018,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0
2019,0,1,12,0,0,0,2,3,0,0,0,0,0,0,0,0
2025,0,5,2,0,0,0,0,4,0,0,0,1,0,0,0,1
2026,0,5,0,0,0,3,4,0,0,0,1,2,0,0,0,1
2027,1,2,14,0,0,2,0,0,0,0,0,1,0,0,0,2
2028,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2029,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031,0,4,4,0,0,1,0,2,0,0,0,2,0,0,0,0
2032,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2033,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2034,0,0,2,0,0,0,2,1,0,0,0,2,0,0,0,1
2039,4,3,12,0,0,11,0,0,0,0,1,5,0,1,0,2
2047,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2048,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2049,1,1,5,0,0,2,0,2,0,0,0,2,0,0,0,1
2051,0,3,2,0,0,2,1,1,0,0,0,1,0,0,0,5
2052,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2063,4,3,12,0,0,11,0,0,0,0,1,5,0,1,0,2
2064,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2065,0,0,12,0,0,0,0,2,0,0,0,0,0,0,0,0
2068,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2072,4,345,16,0,0,11,7,1,0,0,0,3,0,0,0,4
2074,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2075,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0
2078,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
2089,0,0,4,3,0,0,0,9,0,0,0,0,0,0,0,0
2091,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2092,2,2,30,2,1,0,8,8,0,0,0,11,0,0,0,0
2106,0,3,0,0,0,0,0,1,0,0,0,2,0,0,0,0
2112,0,2,5,0,0,2,0,2,0,0,0,4,0,0,0,0
2114,0,1,2,0,0,0,0,1,0,0,0,2,0,0,0,0
2116,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2120,0,6,8,0,0,0,2,6,0,0,0,0,0,0,0,0
2126,0,1,48,0,0,0,0,4,0,0,0,1,0,0,0,0
2136,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2137,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2138,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0
2141,8,2,12,1,0,0,4,1,0,0,1,4,0,0,0,1
2144,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2146,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2149,0,6,20,0,0,0,4,0,0,0,0,2,0,0,0,0
2157,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
2165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2166,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
2180,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
2183,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2184,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0
2185,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
2186,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2187,0,2,4,0,0,0,0,2,0,0,0,2,0,0,0,0
2190,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2191,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2192,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2194,0,0,4,0,0,1,0,2,0,0,0,0,0,0,0,0
2197,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2200,0,2,4,0,0,0,1,1,0,0,0,1,0,0,0,2
2210,6,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0
2211,3,11,83,5,11,11,18,81,0,0,0,18,0,0,0,3
2213,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2217,0,0,4,0,0,0,0,4,0,0,0,4,0,0,0,0
2225,0,3,4,0,0,0,4,1,0,0,0,2,0,0,0,0
2228,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,3
2233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2237,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
2242,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2252,0,4,40,0,1,0,26,3,0,0,1,2,0,0,0,2
2253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2254,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2264,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2284,2,0,57,0,0,1,0,0,0,0,0,0,0,0,0,0
2285,0,2,49,0,0,0,0,1,0,0,0,0,0,0,0,0
2287,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2298,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2301,0,5,2,0,0,2,0,0,0,0,0,0,0,0,0,5
2302,2,3,6,0,0,7,0,9,0,0,0,3,0,0,0,2
2303,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2308,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2311,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2312,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2317,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,3
2319,0,2,0,0,0,1,0,0,0,0,1,1,1,0,1,2
2324,0,3,0,0,0,3,6,2,0,0,0,2,0,0,1,3
2326,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2327,3,3,5,0,0,0,0,3,0,0,0,1,0,0,0,0
2330,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0
2343,2,4,4,0,0,2,0,1,0,0,1,1,0,0,0,2
2344,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2345,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2346,3,7,8,1,0,0,6,4,0,0,0,7,0,0,0,0
2356,0,10,0,0,0,26,0,0,0,0,0,1,0,0,0,0
2358,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0
2364,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2369,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3
2370,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2383,3,7,24,0,2,1,9,7,0,0,0,3,0,0,0,8
2384,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2386,1,1,1,0,0,0,0,2,0,0,0,2,0,0,0,0
2387,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2
2389,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
2395,4,2,25,0,0,13,4,2,0,0,0,4,0,1,0,3
2400,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,2
2401,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0
2433,1,5,140,0,0,3,0,2,1,0,1,6,0,0,0,0
2434,0,2,0,0,0,0,9,3,0,0,0,1,0,0,0,4
2435,1,1,11,0,0,2,0,4,0,0,0,0,0,0,0,0
2452,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2454,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2455,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
2456,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2458,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2459,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2464,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2467,0,1,4,0,0,19,0,1,0,0,0,0,0,0,0,0
2471,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0
2472,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2475,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,9
2476,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2477,0,0,48,0,0,0,0,2,0,0,0,0,0,0,0,0
2480,2,4,19,0,0,0,3,2,0,0,0,3,0,0,0,0
2481,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2487,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0
2501,0,0,11,0,0,0,2,0,0,0,0,0,0,0,0,0
2504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2508,11,7,124,0,0,16,21,3,0,0,0,2,0,0,0,2
2510,1,4,7,0,0,2,3,0,0,0,0,0,0,0,0,0
2514,0,3,2,0,0,0,0,4,0,0,0,2,0,0,0,0
2518,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,1
2524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2528,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2531,0,0,62,0,0,6,0,0,0,0,0,0,0,0,0,0
2534,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2537,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2538,0,2,4,0,0,2,0,0,0,0,0,0,0,0,0,0
2539,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2542,0,2,8,2,0,0,0,4,0,0,0,5,0,0,0,3
2543,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0
2545,0,3,8,0,0,3,0,1,0,0,0,5,0,0,0,2
2547,4,0,2,0,0,0,0,0,0,0,0,3,0,0,0,5
2551,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2556,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,2
2560,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
2561,0,2,4,0,0,1,0,0,0,0,0,2,0,0,0,3
2567,0,0,7,0,0,2,0,7,0,0,0,0,0,0,0,0
2576,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2579,1,5,8,0,0,1,0,0,0,0,0,1,0,0,0,1
2596,0,1,2,0,0,3,0,0,0,0,1,0,0,0,0,0
2597,0,1,0,0,0,1,6,0,0,0,0,1,0,0,0,1
2599,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2600,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2617,0,4,2,0,0,16,0,2,0,0,0,6,0,0,0,0
2623,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,2
2625,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2626,3,3,22,0,0,1,4,0,0,0,0,2,0,0,0,1
2629,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2639,0,1,2,0,0,1,0,0,0,0,0,5,0,0,0,0
2659,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2663,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,1
2668,0,2,36,0,0,0,2,5,0,0,0,6,0,0,0,2
2671,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,2
2678,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2679,0,2,0,0,0,0,0,4,0,0,0,2,0,0,0,0
2686,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2688,0,0,2,0,0,0,1,2,0,0,0,3,1,0,0,1
2699,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,2
2705,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0
2706,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0
2707,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2708,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2724,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
2735,2,5,48,0,0,1,27,4,0,0,0,5,0,0,0,0
2742,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2746,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0
2748,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0
2751,6,4,0,0,0,1,0,15,0,0,0,4,0,0,0,0
2755,0,1,1,0,0,1,0,5,0,0,1,1,0,0,0,5
2756,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0
2759,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,2
2765,0,5,0,0,0,1,0,2,0,0,0,0,0,0,0,2
2767,1,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0
2772,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0
2773,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2780,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,2
2792,0,0,0,0,0,3,0,5,0,0,0,1,0,0,0,0
2793,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1
2794,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2796,0,20,4,0,0,2,3,0,0,0,0,0,0,0,0,1
2797,0,1,0,0,0,1,2,2,0,0,0,1,0,0,0,0
2800,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2803,0,0,6,0,0,3,0,0,0,0,1,0,0,0,0,0
2806,1,3,6,0,0,55,0,4,2,0,0,6,0,0,0,1
2814,2,5,2,0,0,2,0,2,0,0,1,0,1,0,0,2
2817,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
2828,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2829,0,6,46,0,0,0,4,0,0,0,0,0,0,0,0,3
2830,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2834,2,0,2,0,0,0,33,0,0,0,0,3,0,0,0,0
2835,1,2,0,0,0,2,12,9,0,0,2,2,0,0,0,0
2836,0,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0
2840,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2842,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0
2844,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2846,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2850,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1
2851,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0
2853,1,4,2,0,0,0,0,3,0,0,0,0,0,0,0,0
2854,0,3,2,0,0,8,0,1,0,0,0,0,0,0,0,0
2855,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2860,0,0,20,0,0,0,4,8,0,0,0,3,0,0,0,0
2863,0,1,1,0,0,6,1,1,0,0,1,2,1,0,1,2
2872,0,0,4,0,2,0,0,0,0,0,0,2,0,0,0,0
