revision,call,comment,refactoring,init,type,preprocessor,parameter,flow_control_stmt,access,cpp_feature,data_type,declaration,constructor,destructor,class,function
37031,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
37034,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,1
37035,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,1
37036,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
37037,0,0,2,0,1,0,2,1,0,0,0,0,0,0,0,0
37042,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
37055,0,1,0,0,0,0,8,0,0,0,1,1,0,0,0,3
37056,0,2,2,0,0,5,0,0,0,0,0,1,0,0,0,6
37057,1,9,79,0,1,2,7,3,0,0,0,7,0,0,0,3
37058,1,23,184,0,4,7,66,46,0,0,2,30,0,0,0,3
37059,0,2,4,0,0,3,0,0,0,0,0,0,0,0,0,4
37060,0,3,20,0,1,1,4,1,0,0,0,9,0,0,0,0
37061,0,0,2,0,0,5,2,1,0,0,0,1,0,0,0,1
37062,0,2,0,0,0,3,0,3,0,0,0,3,0,0,0,0
37063,0,10,22,1,2,5,5,3,0,0,0,3,0,0,0,0
37067,0,0,8,0,0,5,0,4,0,0,0,5,0,0,0,0
37069,3,1,5,0,0,1,0,0,0,0,0,3,0,0,1,7
37070,0,4,2,0,0,13,0,0,0,0,0,5,0,0,0,6
37071,0,1,0,0,0,2,30,0,0,0,0,1,0,0,0,0
37072,0,1,12,0,2,3,4,9,0,0,0,4,0,0,0,0
37073,0,84,1,0,0,6,0,4,0,0,2,7,0,0,0,3
37074,2,8,101,0,3,1,2,3,0,0,0,4,0,0,0,0
37075,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0
37076,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2
37077,0,3,0,0,0,2,0,0,0,0,1,1,0,0,0,2
37078,0,10,6,0,0,1,2,0,0,0,0,0,0,0,0,6
37079,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2
37081,0,2,6,0,0,1,2,0,0,0,0,1,0,0,0,2
37083,0,10,4,0,0,7,0,0,0,0,1,2,1,0,1,6
37084,1,1,77,0,0,1,0,0,0,0,0,0,0,0,0,3
37085,0,6,12,0,0,6,6,3,0,0,0,4,0,0,0,3
37087,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2
37088,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
37094,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
37099,72,0,91,0,0,15,6,0,0,0,0,2,0,2,0,0
37101,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
37103,0,2,0,0,0,4,0,1,0,0,0,1,0,0,0,1
37104,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,1
37105,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37109,0,3,24,0,0,0,0,3,0,0,0,3,0,0,0,4
37110,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
37113,1,22,0,0,0,10,0,4,0,0,1,3,2,0,0,6
37115,1,10,10,0,0,8,3,1,0,0,1,3,0,2,0,10
37116,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1
37126,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
37130,0,2,14,0,0,0,2,0,0,0,0,1,0,0,0,0
37134,1,2,0,0,0,0,0,3,0,0,0,1,0,0,0,0
37138,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37141,0,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0
37144,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
37147,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
37148,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37151,0,2,6,0,0,1,0,1,0,0,0,2,0,0,0,1
37153,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37167,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0
37168,1,9,97,1,6,12,30,26,0,0,0,12,0,0,0,0
37172,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0
37174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37175,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
37176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37179,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0
37182,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1
37183,3,2,2,0,0,4,9,3,0,0,0,0,0,0,0,2
37184,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
37185,1,2,9,0,0,6,5,0,0,0,0,0,0,0,0,4
37186,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
37194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37197,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37198,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
37199,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37202,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,1
37203,0,2,0,0,0,8,0,1,0,0,0,1,0,0,0,0
37204,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0
37207,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
37208,1,2,3,0,2,1,0,0,0,0,0,3,0,0,0,0
37209,4,1,6,1,0,2,1,0,0,0,0,2,0,0,0,2
37211,0,9,20,3,2,12,3,1,0,0,6,4,2,0,0,21
37214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37218,0,1,2,0,0,4,7,4,0,0,0,0,0,0,0,4
37220,0,2,1,0,0,9,0,0,0,0,0,0,0,0,0,7
37222,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3
37226,0,1,10,0,0,2,5,1,0,0,0,0,0,0,0,0
37240,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
37245,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
37259,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
37262,0,3,1,0,0,2,8,1,0,0,2,3,0,0,0,2
37267,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
37269,2,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0
37271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
37273,0,2,2,0,0,2,0,0,0,0,0,1,0,0,0,4
37276,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37278,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37279,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
37280,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
37281,1,1,61,0,0,1,0,1,0,0,0,0,0,0,0,2
37282,4,2,90,0,0,3,2,1,0,0,0,0,0,0,0,4
37292,4,4,32,0,0,0,0,1,0,0,1,2,0,0,0,0
37293,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0
37299,0,6,64,0,0,2,2,0,0,0,0,1,0,0,0,0
37301,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37307,2,11,5,1,0,5,4,1,0,0,1,3,0,0,0,4
37308,0,0,4,0,0,5,0,0,0,0,0,1,0,0,0,0
37311,2,11,5,1,0,5,4,1,0,0,1,3,0,0,0,4
37315,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
37322,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37324,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37325,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
37332,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,1
37336,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
37339,0,16,13,0,0,5,17,8,0,0,1,2,0,0,0,1
37340,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0
37341,2,2,86,0,0,0,5,0,0,0,0,0,0,0,0,2
37342,0,1,10,0,0,10,13,0,0,0,0,9,0,0,0,49
37343,0,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0
37344,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
37346,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
37347,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,1
37348,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
37349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
37351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37353,0,0,56,0,0,1,0,5,0,0,0,0,0,0,0,0
37354,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37355,1,39,106,0,0,47,0,10,0,0,9,6,0,0,0,7
37357,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0
37361,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
37368,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3
37369,5,2,16,0,0,2,16,0,0,0,0,0,0,0,0,5
37370,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
37372,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1
37376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37381,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37382,0,3,0,0,0,5,0,0,0,0,1,4,0,0,0,2
37384,1,0,1,0,0,4,0,0,0,0,0,1,0,0,0,2
37385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37387,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
37390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
37400,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
37402,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0
37403,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
37412,0,2,0,0,0,8,0,1,1,0,0,3,0,0,0,2
37413,0,1,8,0,0,4,0,0,0,0,0,0,0,0,0,1
37415,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
37416,1,0,2,0,1,5,2,0,0,0,0,0,0,0,0,3
37417,0,4,7,0,0,11,39,0,0,0,0,2,0,0,0,3
37418,0,1,0,0,0,5,0,1,0,0,0,1,0,0,0,6
37424,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37426,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,2
37433,1,0,28,0,1,4,2,3,0,0,0,5,0,0,0,4
37439,1,2,8,0,0,1,0,4,0,0,0,3,0,0,0,2
37441,0,0,0,0,0,0,42,0,0,0,0,1,0,0,0,0
37442,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,4
37446,0,6,13,0,0,1,0,0,0,0,0,0,0,0,0,0
37454,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
37456,0,0,0,0,0,4,2,0,0,0,0,2,0,0,0,3
37457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37459,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37464,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
37465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37467,0,1,4,0,0,1,0,8,0,0,0,0,0,0,0,0
37469,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37473,2,2,3,0,0,1,0,0,0,0,0,2,0,0,0,1
37474,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
37476,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
37477,0,4,3,0,0,4,0,3,0,0,0,4,0,0,0,2
37478,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
37479,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
37480,0,1,0,0,0,13,0,0,0,0,0,2,0,0,0,3
37481,1,1,13,0,0,0,0,5,0,0,0,3,0,0,0,0
37482,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37483,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37489,0,0,2,0,0,0,2,1,0,0,0,2,0,0,0,0
37490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37491,0,0,3,0,0,1,0,1,0,0,0,3,0,0,0,2
37498,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
37502,1,1,22,2,0,1,0,14,0,0,0,7,0,0,0,1
37512,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37523,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
37525,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1
37530,0,1,12,0,0,4,0,0,0,0,0,2,0,0,0,1
37532,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
37533,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37534,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
37535,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
37536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37537,0,4,3,0,0,4,0,11,0,0,0,1,1,1,0,3
37538,0,2,64,0,0,2,0,0,0,0,0,1,0,0,0,0
37539,0,4,101,0,0,2,4,2,0,0,0,15,0,0,0,0
37543,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
37545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37550,0,11,0,0,0,10,0,1,0,0,0,3,0,0,0,1
37551,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
37554,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
37560,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0
37561,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
37567,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
37569,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
37594,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
37596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
37598,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0
37599,0,2,6,0,0,0,0,4,0,0,0,0,0,0,0,0
37600,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
37602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37604,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37608,2,5,11,0,0,12,16,5,0,0,1,4,0,0,0,2
37609,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1
37611,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,2
37612,3,13,13,0,0,11,1,6,0,0,0,9,0,0,0,10
37613,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,1
37615,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
37617,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0
37618,2,4,1,0,0,1,2,2,0,0,0,1,0,0,0,2
37619,1,4,1,0,0,12,0,2,0,0,0,3,0,0,0,0
37620,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0
37621,0,0,2,0,0,9,0,3,0,0,0,1,0,2,0,0
37622,0,0,6,0,0,1,14,0,0,0,0,0,1,1,1,0
37634,1,2,0,0,0,1,1,0,0,0,1,2,1,2,0,5
37635,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0
37649,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
37650,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
37654,1,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0
37657,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
37664,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
37665,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,2
37671,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
37672,0,8,5,0,0,1,4,4,0,0,0,1,0,0,0,1
37682,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
37684,5,1,43,0,0,3,0,5,0,0,1,3,0,0,0,1
37685,1,9,3,0,0,9,0,7,0,0,0,6,0,0,0,4
37688,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37693,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
37694,2,10,25,1,2,2,8,3,0,0,1,7,0,0,0,3
37696,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0
37698,0,1,0,0,0,1,0,16,0,0,0,0,0,0,0,0
37699,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
37700,0,3,0,0,0,4,4,6,0,0,0,2,0,0,0,4
37701,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
37705,0,3,4,0,0,12,13,4,0,0,0,1,0,0,0,2
37708,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0
37717,0,2,5,0,0,1,2,0,1,0,0,3,0,0,0,0
37730,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37731,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
37736,0,0,16,0,0,0,8,0,0,0,0,0,0,0,0,0
37738,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
37739,0,2,1,0,0,4,0,0,3,0,0,0,0,0,0,4
37740,0,0,3,0,0,0,3,1,0,0,0,4,0,0,0,0
37741,0,4,69,0,0,11,12,2,1,1,10,21,1,1,2,3
37742,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
37743,2,7,6,0,0,0,2,7,0,0,0,4,0,0,0,3
37748,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0
37754,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0
37761,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0
37762,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
37765,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0
37766,1,8,22,0,0,5,6,13,0,0,1,1,1,0,0,1
37767,0,4,12,0,0,7,3,4,0,0,0,4,0,0,0,8
37773,0,0,8,0,0,0,6,0,0,0,0,0,0,0,0,0
37774,0,0,14,0,0,0,2,0,0,0,0,0,0,0,0,0
37776,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
37777,6,12,9,2,1,2,7,12,1,0,1,9,0,0,0,3
37780,1,4,203,2,1,7,14,0,0,0,2,1,0,0,0,0
37789,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
37791,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
37792,0,4,4,0,0,0,15,1,0,0,0,1,0,0,0,0
37793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37797,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2
37799,0,3,6,0,0,16,4,6,0,0,0,1,0,0,0,4
37801,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37802,3,13,13,0,0,11,1,6,0,0,0,9,0,0,0,10
37803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37804,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
37805,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37806,1,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0
37808,3,2,16,1,0,6,8,7,0,0,0,14,0,0,0,3
37820,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37821,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
37825,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
37830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37831,1,3,1,0,0,1,3,0,0,0,0,0,0,0,0,1
37833,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
37834,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37838,0,14,6,0,0,220,0,0,0,0,0,0,0,0,0,0
37841,1,2,0,0,0,1,1,0,0,0,1,2,1,2,0,5
37842,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
37843,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2
37845,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2
37847,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
37851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37857,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2
37858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37859,2,2,14,0,0,0,14,0,0,0,0,0,0,0,0,0
37864,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37865,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
37866,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
37867,3,2,7,0,0,0,8,0,0,0,0,1,0,0,0,0
37868,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37871,0,0,15,0,0,4,1,2,0,0,0,4,0,0,0,3
37872,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
37873,1,4,1,0,0,0,0,0,0,0,0,2,0,0,0,0
37876,0,2,1,0,0,1,0,1,0,0,0,1,0,0,0,1
37877,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37880,2,3,0,0,0,0,0,0,0,0,0,3,0,0,0,2
37883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37884,2,9,36,0,0,33,6,4,0,0,0,7,0,0,0,8
37885,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
37886,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37889,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0
37890,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
37898,0,3,0,0,0,0,0,2,0,0,0,1,0,0,0,0
37909,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
37912,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0
37913,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
37919,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37926,2,4,0,0,0,1,0,4,0,0,0,2,0,0,0,0
37932,5,2,11,0,0,0,54,2,0,0,0,2,0,0,0,0
37938,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
37942,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
37946,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2
37947,2,0,8,0,0,0,3,0,0,0,0,2,0,0,0,0
37955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37959,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37961,0,113,36,0,0,49,9,22,0,0,13,24,0,0,0,28
37963,0,0,0,0,0,2,0,4,0,0,0,4,0,0,0,2
37964,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37970,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0
37971,0,2,4,0,0,2,2,0,0,0,0,1,0,0,0,2
37973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37974,0,2,0,0,0,4,8,0,0,0,0,2,0,0,0,5
37975,0,1,66,8,11,4,10,0,0,0,1,0,0,0,1,1
37976,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
37978,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
37985,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37986,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
37988,1,2,0,0,0,1,0,2,0,0,0,1,0,0,0,0
37989,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38000,0,2,8,0,0,0,0,0,0,0,0,3,0,0,0,0
38003,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
38004,0,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0
38005,1,3,0,0,0,0,0,4,0,0,0,1,0,0,0,0
38006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
38012,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
38013,2,5,0,0,0,1,0,0,0,0,2,2,0,1,0,2
38014,13,4,77,0,0,14,0,0,0,0,0,0,0,0,0,0
38019,0,1,1,0,0,8,0,0,0,0,0,2,0,0,0,2
38022,0,2,0,0,0,0,0,1,0,0,0,3,0,0,0,0
38025,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1
38026,0,3,0,0,0,2,12,2,0,0,0,2,0,0,2,1
38028,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
38030,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,3
38036,0,8,0,0,0,2,0,1,0,0,0,0,0,0,0,0
38045,0,1,0,0,0,20,0,3,0,0,0,1,0,0,0,0
38047,0,1,0,0,0,1,5,0,0,0,0,3,0,0,0,4
38053,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0
38057,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
38059,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
38060,0,0,8,0,0,1,0,0,0,0,0,1,0,0,0,0
38062,0,3,6,4,0,0,2,2,0,0,0,6,0,0,0,1
38068,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38069,0,3,1,0,0,1,0,0,0,0,0,2,0,0,0,19
38076,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
38077,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38078,1,0,2,0,0,0,8,0,0,0,0,3,0,0,0,0
38082,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
38094,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38099,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1
38100,0,2,0,0,0,1,0,0,0,0,0,3,0,0,0,1
38102,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
38103,1,8,2,0,0,12,0,1,0,0,0,5,0,0,0,8
38104,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
38106,0,2,4,0,0,2,0,1,0,0,0,3,0,0,0,4
38107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38110,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38112,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0
38119,0,0,0,0,0,2,0,8,0,0,1,4,0,0,0,0
38121,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
38122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
38123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38125,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
38126,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1
38132,0,7,30,0,0,12,10,6,0,0,0,2,0,0,0,7
38139,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
38147,1,2,12,0,0,4,4,1,0,0,0,2,0,0,0,3
38153,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
38160,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
38162,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38165,0,1,8,0,0,0,0,2,0,0,0,0,0,0,0,0
38166,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,1
38202,0,2,12,0,0,0,0,3,0,0,0,1,0,0,0,0
38204,1,5,3,0,1,0,3,3,0,0,0,1,0,0,0,2
38205,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
38207,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
38208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
